TRG_sub,hemi,label_name,network_name,dice_coeff,dataset
365343,lh,ifrms,SomatomotorB,0,HCP_discovery
365343,rh,ifrms,SomatomotorB,0,HCP_discovery
365343,lh,ifrms,TemporalParietal,0,HCP_discovery
365343,rh,ifrms,TemporalParietal,0,HCP_discovery
365343,lh,ifrms,VentralAttentionA,0,HCP_discovery
365343,rh,ifrms,VentralAttentionA,0,HCP_discovery
365343,lh,ifrms,VentralAttentionB,0,HCP_discovery
365343,rh,ifrms,VentralAttentionB,0,HCP_discovery
365343,lh,ifrms,VisualA,0,HCP_discovery
365343,rh,ifrms,VisualA,0,HCP_discovery
365343,lh,ifrms,VisualB,0,HCP_discovery
365343,rh,ifrms,VisualB,0,HCP_discovery
365343,lh,ifrms,VisualC,0,HCP_discovery
365343,rh,ifrms,VisualC,0,HCP_discovery
531536,lh,ifrms,Auditory,0,HCP_discovery
531536,rh,ifrms,Auditory,0,HCP_discovery
531536,lh,ifrms,ControlA,0,HCP_discovery
531536,rh,ifrms,ControlA,0,HCP_discovery
531536,lh,ifrms,ControlB,0.424778761061947,HCP_discovery
531536,rh,ifrms,ControlB,0.629310344827586,HCP_discovery
531536,lh,ifrms,ControlC,0.540983606557377,HCP_discovery
531536,rh,ifrms,ControlC,0.702040816326531,HCP_discovery
531536,lh,ifrms,DefaultA,0.410714285714286,HCP_discovery
531536,rh,ifrms,DefaultA,0,HCP_discovery
531536,lh,ifrms,DefaultB,0.183673469387755,HCP_discovery
531536,rh,ifrms,DefaultB,0,HCP_discovery
531536,lh,ifrms,DefaultC,0,HCP_discovery
531536,rh,ifrms,DefaultC,0,HCP_discovery
531536,lh,ifrms,DorsalAttentionA,0,HCP_discovery
531536,rh,ifrms,DorsalAttentionA,0,HCP_discovery
531536,lh,ifrms,DorsalAttentionB,0,HCP_discovery
531536,rh,ifrms,DorsalAttentionB,0,HCP_discovery
531536,lh,ifrms,SomatomotorA,0,HCP_discovery
531536,rh,ifrms,SomatomotorA,0,HCP_discovery
531536,lh,ifrms,SomatomotorB,0,HCP_discovery
531536,rh,ifrms,SomatomotorB,0,HCP_discovery
531536,lh,ifrms,TemporalParietal,0,HCP_discovery
531536,rh,ifrms,TemporalParietal,0,HCP_discovery
531536,lh,ifrms,VentralAttentionA,0,HCP_discovery
531536,rh,ifrms,VentralAttentionA,0,HCP_discovery
531536,lh,ifrms,VentralAttentionB,0,HCP_discovery
531536,rh,ifrms,VentralAttentionB,0,HCP_discovery
531536,lh,ifrms,VisualA,0,HCP_discovery
531536,rh,ifrms,VisualA,0,HCP_discovery
531536,lh,ifrms,VisualB,0,HCP_discovery
531536,rh,ifrms,VisualB,0,HCP_discovery
531536,lh,ifrms,VisualC,0,HCP_discovery
531536,rh,ifrms,VisualC,0,HCP_discovery
112920,lh,ifrms,Auditory,0,HCP_discovery
112920,rh,ifrms,Auditory,0,HCP_discovery
112920,lh,ifrms,ControlA,0,HCP_discovery
112920,rh,ifrms,ControlA,0.311688311688312,HCP_discovery
112920,lh,ifrms,ControlB,0.112820512820513,HCP_discovery
112920,rh,ifrms,ControlB,0.169014084507042,HCP_discovery
112920,lh,ifrms,ControlC,0.891566265060241,HCP_discovery
112920,rh,ifrms,ControlC,0.0740740740740741,HCP_discovery
112920,lh,ifrms,DefaultA,0,HCP_discovery
112920,rh,ifrms,DefaultA,0,HCP_discovery
112920,lh,ifrms,DefaultB,0.230769230769231,HCP_discovery
112920,rh,ifrms,DefaultB,0,HCP_discovery
112920,lh,ifrms,DefaultC,0,HCP_discovery
112920,rh,ifrms,DefaultC,0.812785388127854,HCP_discovery
112920,lh,ifrms,DorsalAttentionA,0,HCP_discovery
112920,rh,ifrms,DorsalAttentionA,0,HCP_discovery
112920,lh,ifrms,DorsalAttentionB,0,HCP_discovery
112920,rh,ifrms,DorsalAttentionB,0,HCP_discovery
112920,lh,ifrms,SomatomotorA,0,HCP_discovery
112920,rh,ifrms,SomatomotorA,0,HCP_discovery
112920,lh,ifrms,SomatomotorB,0,HCP_discovery
112920,rh,ifrms,SomatomotorB,0,HCP_discovery
112920,lh,ifrms,TemporalParietal,0,HCP_discovery
112920,rh,ifrms,TemporalParietal,0,HCP_discovery
112920,lh,ifrms,VentralAttentionA,0,HCP_discovery
112920,rh,ifrms,VentralAttentionA,0,HCP_discovery
112920,lh,ifrms,VentralAttentionB,0,HCP_discovery
112920,rh,ifrms,VentralAttentionB,0,HCP_discovery
112920,lh,ifrms,VisualA,0,HCP_discovery
112920,rh,ifrms,VisualA,0,HCP_discovery
112920,lh,ifrms,VisualB,0,HCP_discovery
112920,rh,ifrms,VisualB,0,HCP_discovery
112920,lh,ifrms,VisualC,0,HCP_discovery
112920,rh,ifrms,VisualC,0,HCP_discovery
176744,lh,ifrms,Auditory,0,HCP_discovery
176744,rh,ifrms,Auditory,0,HCP_discovery
176744,lh,ifrms,ControlA,0,HCP_discovery
176744,rh,ifrms,ControlA,0.355555555555556,HCP_discovery
176744,lh,ifrms,ControlB,0.246987951807229,HCP_discovery
176744,rh,ifrms,ControlB,0.816860465116279,HCP_discovery
176744,lh,ifrms,ControlC,0.439678284182306,HCP_discovery
176744,rh,ifrms,ControlC,0.0847058823529412,HCP_discovery
176744,lh,ifrms,DefaultA,0.73202614379085,HCP_discovery
176744,rh,ifrms,DefaultA,0.0432692307692308,HCP_discovery
176744,lh,ifrms,DefaultB,0,HCP_discovery
176744,rh,ifrms,DefaultB,0,HCP_discovery
176744,lh,ifrms,DefaultC,0,HCP_discovery
176744,rh,ifrms,DefaultC,0.0526315789473684,HCP_discovery
176744,lh,ifrms,DorsalAttentionA,0,HCP_discovery
176744,rh,ifrms,DorsalAttentionA,0,HCP_discovery
176744,lh,ifrms,DorsalAttentionB,0,HCP_discovery
176744,rh,ifrms,DorsalAttentionB,0,HCP_discovery
176744,lh,ifrms,SomatomotorA,0,HCP_discovery
176744,rh,ifrms,SomatomotorA,0,HCP_discovery
176744,lh,ifrms,SomatomotorB,0,HCP_discovery
176744,rh,ifrms,SomatomotorB,0,HCP_discovery
176744,lh,ifrms,TemporalParietal,0,HCP_discovery
176744,rh,ifrms,TemporalParietal,0,HCP_discovery
176744,lh,ifrms,VentralAttentionA,0,HCP_discovery
176744,rh,ifrms,VentralAttentionA,0,HCP_discovery
176744,lh,ifrms,VentralAttentionB,0,HCP_discovery
176744,rh,ifrms,VentralAttentionB,0,HCP_discovery
176744,lh,ifrms,VisualA,0,HCP_discovery
176744,rh,ifrms,VisualA,0,HCP_discovery
176744,lh,ifrms,VisualB,0,HCP_discovery
176744,rh,ifrms,VisualB,0,HCP_discovery
176744,lh,ifrms,VisualC,0,HCP_discovery
176744,rh,ifrms,VisualC,0,HCP_discovery
151425,lh,ifrms,Auditory,0,HCP_discovery
151425,rh,ifrms,Auditory,0,HCP_discovery
151425,lh,ifrms,ControlA,0,HCP_discovery
151425,rh,ifrms,ControlA,0,HCP_discovery
151425,lh,ifrms,ControlB,0.511627906976744,HCP_discovery
151425,rh,ifrms,ControlB,0.189473684210526,HCP_discovery
151425,lh,ifrms,ControlC,0.596491228070175,HCP_discovery
151425,rh,ifrms,ControlC,0.897435897435898,HCP_discovery
151425,lh,ifrms,DefaultA,0,HCP_discovery
151425,rh,ifrms,DefaultA,0.150537634408602,HCP_discovery
151425,lh,ifrms,DefaultB,0.36734693877551,HCP_discovery
151425,rh,ifrms,DefaultB,0,HCP_discovery
151425,lh,ifrms,DefaultC,0,HCP_discovery
151425,rh,ifrms,DefaultC,0,HCP_discovery
151425,lh,ifrms,DorsalAttentionA,0,HCP_discovery
151425,rh,ifrms,DorsalAttentionA,0,HCP_discovery
151425,lh,ifrms,DorsalAttentionB,0,HCP_discovery
151425,rh,ifrms,DorsalAttentionB,0,HCP_discovery
151425,lh,ifrms,SomatomotorA,0,HCP_discovery
151425,rh,ifrms,SomatomotorA,0,HCP_discovery
151425,lh,ifrms,SomatomotorB,0,HCP_discovery
151425,rh,ifrms,SomatomotorB,0,HCP_discovery
151425,lh,ifrms,TemporalParietal,0,HCP_discovery
151425,rh,ifrms,TemporalParietal,0,HCP_discovery
151425,lh,ifrms,VentralAttentionA,0,HCP_discovery
151425,rh,ifrms,VentralAttentionA,0,HCP_discovery
151425,lh,ifrms,VentralAttentionB,0,HCP_discovery
151425,rh,ifrms,VentralAttentionB,0,HCP_discovery
151425,lh,ifrms,VisualA,0,HCP_discovery
151425,rh,ifrms,VisualA,0,HCP_discovery
151425,lh,ifrms,VisualB,0,HCP_discovery
151425,rh,ifrms,VisualB,0,HCP_discovery
151425,lh,ifrms,VisualC,0,HCP_discovery
151425,rh,ifrms,VisualC,0,HCP_discovery
644044,lh,ifrms,Auditory,0,HCP_discovery
644044,rh,ifrms,Auditory,0,HCP_discovery
644044,lh,ifrms,ControlA,0,HCP_discovery
644044,rh,ifrms,ControlA,0,HCP_discovery
644044,lh,ifrms,ControlB,1,HCP_discovery
644044,rh,ifrms,ControlB,0.707070707070707,HCP_discovery
644044,lh,ifrms,ControlC,0,HCP_discovery
644044,rh,ifrms,ControlC,0.623655913978495,HCP_discovery
644044,lh,ifrms,DefaultA,0,HCP_discovery
644044,rh,ifrms,DefaultA,0,HCP_discovery
644044,lh,ifrms,DefaultB,0,HCP_discovery
644044,rh,ifrms,DefaultB,0,HCP_discovery
644044,lh,ifrms,DefaultC,0,HCP_discovery
644044,rh,ifrms,DefaultC,0,HCP_discovery
644044,lh,ifrms,DorsalAttentionA,0,HCP_discovery
644044,rh,ifrms,DorsalAttentionA,0,HCP_discovery
644044,lh,ifrms,DorsalAttentionB,0,HCP_discovery
644044,rh,ifrms,DorsalAttentionB,0,HCP_discovery
644044,lh,ifrms,SomatomotorA,0,HCP_discovery
644044,rh,ifrms,SomatomotorA,0,HCP_discovery
644044,lh,ifrms,SomatomotorB,0,HCP_discovery
644044,rh,ifrms,SomatomotorB,0,HCP_discovery
644044,lh,ifrms,TemporalParietal,0,HCP_discovery
644044,rh,ifrms,TemporalParietal,0,HCP_discovery
644044,lh,ifrms,VentralAttentionA,0,HCP_discovery
644044,rh,ifrms,VentralAttentionA,0,HCP_discovery
644044,lh,ifrms,VentralAttentionB,0,HCP_discovery
644044,rh,ifrms,VentralAttentionB,0,HCP_discovery
644044,lh,ifrms,VisualA,0,HCP_discovery
644044,rh,ifrms,VisualA,0,HCP_discovery
644044,lh,ifrms,VisualB,0,HCP_discovery
644044,rh,ifrms,VisualB,0,HCP_discovery
644044,lh,ifrms,VisualC,0,HCP_discovery
644044,rh,ifrms,VisualC,0,HCP_discovery
128127,lh,ifrms,Auditory,0,HCP_discovery
128127,rh,ifrms,Auditory,0,HCP_discovery
128127,lh,ifrms,ControlA,0,HCP_discovery
128127,rh,ifrms,ControlA,0,HCP_discovery
128127,lh,ifrms,ControlB,0.808510638297872,HCP_discovery
128127,rh,ifrms,ControlB,0,HCP_discovery
128127,lh,ifrms,ControlC,0.465753424657534,HCP_discovery
128127,rh,ifrms,ControlC,0.848101265822785,HCP_discovery
128127,lh,ifrms,DefaultA,0,HCP_discovery
128127,rh,ifrms,DefaultA,0,HCP_discovery
